SALARY,TITLE,DEPARTMENT
"$37,224.00 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$49,902.61 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$82,444.00 ",CIVIL ENGINEER V,PUBLIC WORKS
"$52,285.36 ",SURVEY SUPERVISOR,PUBLIC WORKS
"$45,885.83 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$47,217.45 ",CIVIL ENGINEER I,PUBLIC WORKS
"$112,724.57 ",PUBLIC WORKS ENGINEER,PUBLIC WORKS
"$42,538.00 ",SURVEY PARTY CHIEF,PUBLIC WORKS
"$41,069.49 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$45,128.58 ",SURVEY PARTY CHIEF,PUBLIC WORKS
"$72,764.96 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$40,378.95 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$52,181.83 ",SENIOR ENGINEERING INSPECTOR,PUBLIC WORKS
"$83,208.90 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$44,371.86 ",ENGINEERING DESIGNER,PUBLIC WORKS
"$48,972.06 ",CIVIL ENGINEER I,PUBLIC WORKS
"$29,089.78 ",SURVEYOR HELPER,PUBLIC WORKS
"$69,006.14 ",CIVIL ENGINEER III,PUBLIC WORKS
"$46,058.27 ",MANAGEMENT ASSISTANT,PUBLIC WORKS
"$57,797.19 ",OPERATIONS & EVALUATION ADMIN,SOLID WASTE
"$51,500.00 ",PROGRAM ADMINISTRATOR,SOLID WASTE
"$64,960.02 ",FISCAL PROGRAM ACCOUNTANT,SOLID WASTE
"$40,914.93 ",ASSISTANT SOLID WASTE MANAGER,SOLID WASTE
"$102,254.76 ",SOLID WASTE DIRECTOR,SOLID WASTE
"$49,604.59 ",ADMINISTRATIVE ASSISTANT,SOLID WASTE
"$44,038.12 ",ADMINISTRATIVE ASSISTANT,SOLID WASTE
"$37,691.61 ",PROGRAM ASSISTANT,SOLID WASTE
"$26,742.38 ",STAFF ASSISTANT,SOLID WASTE
"$75,007.00 ",ASSISTANT SOLID WASTE DIRECTOR,SOLID WASTE
"$29,691.75 ",CUSTOMER SERVICE REPRESENTATIV,SOLID WASTE
"$71,642.00 ",ASSISTANT SOLID WASTE DIRECTOR,SOLID WASTE
"$32,957.88 ",CUSTOMER SERVICE REPRESENTATIV,SOLID WASTE
"$40,792.90 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$34,316.92 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$29,434.65 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$29,434.59 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$32,240.75 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$32,240.75 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$32,535.87 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$33,180.04 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$36,421.87 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$33,815.69 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$30,906.33 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$38,081.86 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$44,478.28 ",ASSISTANT SOLID WASTE MANAGER,SOLID WASTE
"$33,611.21 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$32,549.46 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$31,833.63 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$30,906.88 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$44,080.02 ",SENIOR SOLID WASTE SUPERVISOR,SOLID WASTE
"$40,792.90 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$40,792.64 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$40,792.64 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$40,792.90 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$32,912.28 ",CUSTOMER SERVICE REPRESENTATIV,SOLID WASTE
"$40,792.90 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$56,485.00 ",ASSISTANT SOLID WASTE MANAGER,SOLID WASTE
"$40,792.64 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$41,188.98 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$46,757.00 ",WASTE REDUCTION COORDINATOR,SOLID WASTE
"$25,895.69 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$23,275.20 ",PARTTIME OFFICE/CLERICAL,SOLID WASTE
"$25,383.25 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$25,383.25 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$31,309.38 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$29,434.59 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$31,527.77 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$34,162.40 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$38,444.00 ",EQUIPMENT OP III,SOLID WASTE
"$30,005.16 ",EQUIPMENT OP III,SOLID WASTE
"$40,624.72 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$39,202.17 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$29,434.86 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$43,664.17 ",SOLID WASTE SUPERVISOR,SOLID WASTE
"$34,050.93 ",EQUIPMENT OP III,SOLID WASTE
"$27,656.72 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$23,124.19 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$26,271.73 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$25,383.25 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$45,443.00 ",MANAGEMENT ASSISTANT,SOLID WASTE
"$31,309.38 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$28,098.45 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$23,946.20 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$32,036.00 ",EQUIPMENT OP III,SOLID WASTE
"$34,162.40 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$44,864.65 ",SOLID WASTE SUPERVISOR,SOLID WASTE
"$39,604.76 ",EQUIPMENT OP III,SOLID WASTE
"$26,817.09 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$35,686.49 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$40,792.64 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$43,207.98 ",SOLID WASTE SUPERVISOR,SOLID WASTE
"$29,434.59 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$25,383.25 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$25,504.05 ",EQUIPMENT OP III,SOLID WASTE
"$31,309.38 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$35,212.00 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$30,835.73 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$32,315.16 ",EQUIPMENT OP III,SOLID WASTE
"$22,806.00 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$42,255.00 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$42,889.81 ",MASTER MECHANIC,SOLID WASTE
"$26,873.89 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$32,010.62 ",EQUIPMENT OP III,SOLID WASTE
"$21,320.00 ",SERVICE MAINTENANCE,SOLID WASTE
"$27,404.96 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$23,356.44 ",SENIOR LABORER,SOLID WASTE
"$26,873.89 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$25,504.05 ",EQUIPMENT OP III,SOLID WASTE
"$36,086.85 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$25,646.69 ",SOLID WASTE COLLECTOR,SOLID WASTE
"$29,434.59 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$26,144.18 ",EQUIPMENT OP III,SOLID WASTE
"$44,478.28 ",ASSISTANT SOLID WASTE MANAGER,SOLID WASTE
"$31,917.52 ",EQUIPMENT OPERATOR IV,SOLID WASTE
"$27,024.78 ",EQUIPMENT OPERATOR I,SOLID WASTE
"$33,857.46 ",EQUIPMENT OP III,SOLID WASTE
"$21,840.00 ",PARTTIME TECHNICIANS,TECHNOLOGY SOLUTIONS
"$45,290.15 ",MANAGEMENT ASSISTANT,TECHNOLOGY SOLUTIONS
"$76,506.56 ",COMPUTER SYSTEMS COORDINATOR,TECHNOLOGY SOLUTIONS
"$62,086.96 ",BUSINESS ANALYST,TECHNOLOGY SOLUTIONS
"$108,150.04 ",DIRECTOR OF TECHNOLOGY SOLUTIO,TECHNOLOGY SOLUTIONS
"$74,504.00 ",DATA CENTER ADMINISTRATOR,TECHNOLOGY SOLUTIONS
"$50,527.13 ",SR COMPUTER SYSTEMS ENGINEER,TECHNOLOGY SOLUTIONS
"$67,782.00 ",SR COMPUTER SYSTEMS ENGINEER,TECHNOLOGY SOLUTIONS
"$77,020.68 ",IT INFRASTRUCTURE MANAGER,TECHNOLOGY SOLUTIONS
"$46,443.02 ",COMPUTER OPERATOR,TECHNOLOGY SOLUTIONS
"$56,179.96 ",LOCAL AREA NETWORK ANALYST,TECHNOLOGY SOLUTIONS
"$66,028.87 ",COMPUTER SYSTEMS ANALYST,TECHNOLOGY SOLUTIONS
"$58,450.56 ",HELP DESK COORDINATOR,TECHNOLOGY SOLUTIONS
"$74,504.00 ",NETWORK ANALYST,TECHNOLOGY SOLUTIONS
"$55,124.98 ",SR COMPUTER SYSTEMS ENGINEER,TECHNOLOGY SOLUTIONS
"$55,205.02 ",COMPUTER SYSTEMS ENGINEER,TECHNOLOGY SOLUTIONS
"$56,364.67 ",SR COMPUTER SYSTEMS ENGINEER,TECHNOLOGY SOLUTIONS
"$57,943.43 ",WEBMASTER,TECHNOLOGY SOLUTIONS
"$77,276.74 ",WEB DEVELOPMENT ADMINISTRATOR,TECHNOLOGY SOLUTIONS
"$62,921.22 ",COMPUTER SYSTEMS ANALYST,TECHNOLOGY SOLUTIONS
"$87,350.00 ",SOFTWARE DEVELOP. ADMINISTRATO,TECHNOLOGY SOLUTIONS
"$65,811.20 ",PARTTIME PROFESSIONAL,TECHNOLOGY SOLUTIONS
"$87,350.00 ",DATABASE/SYSTEMS ADMINISTRATOR,TECHNOLOGY SOLUTIONS
"$74,504.00 ",COMPUTER SYSTEMS ANALYST,TECHNOLOGY SOLUTIONS
"$74,504.00 ",COMPUTER SYSTEMS ANALYST,TECHNOLOGY SOLUTIONS
"$74,757.77 ",GIS DEVELOPMENT ADMINISTRATOR,TECHNOLOGY SOLUTIONS
"$66,919.12 ",GEO INFORMATION SYSTEMS ANALYS,TECHNOLOGY SOLUTIONS
"$66,281.80 ",GEO INFORMATION SYSTEMS ANALYS,TECHNOLOGY SOLUTIONS
"$73,191.08 ",GEO INFORMATION SYSTEMS ANALYS,TECHNOLOGY SOLUTIONS
"$62,512.09 ",GEO INFORMATION SYSTEMS ANALYS,TECHNOLOGY SOLUTIONS
"$66,919.12 ",GEO INFORMATION SYSTEMS ANALYS,TECHNOLOGY SOLUTIONS
"$47,077.40 ",MASTER MECHANIC,FLEET MANAGEMENT
"$25,527.14 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$45,077.29 ",MASTER MECHANIC,FLEET MANAGEMENT
"$34,977.00 ",STAFF ASSISTANT,FLEET MANAGEMENT
"$52,188.86 ",FLEET MANAGEMENT ANALYST,FLEET MANAGEMENT
"$92,026.59 ",FLEET MANAGEMENT DIRECTOR,FLEET MANAGEMENT
"$29,939.50 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$31,834.95 ",SENIOR STOREKEEPER,FLEET MANAGEMENT
"$35,558.25 ",MASTER MECHANIC,FLEET MANAGEMENT
"$59,821.43 ",FLEET OPERATIONS SUPERVISOR,FLEET MANAGEMENT
"$25,943.46 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$35,558.25 ",MASTER MECHANIC,FLEET MANAGEMENT
"$28,874.25 ",MASTER MECHANIC,FLEET MANAGEMENT
"$36,953.83 ",AUTOMOTIVE SERVICE WRITER,FLEET MANAGEMENT
"$70,163.66 ",FLEET MANAGER,FLEET MANAGEMENT
"$29,939.50 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$37,208.89 ",MASTER MECHANIC,FLEET MANAGEMENT
"$29,939.50 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$49,236.32 ",ADMINISTRATIVE ASSISTANT,FLEET MANAGEMENT
"$47,077.40 ",MASTER MECHANIC,FLEET MANAGEMENT
"$37,648.34 ",AUTOMOTIVE SERVICE SUPERVISOR,FLEET MANAGEMENT
"$47,077.40 ",MASTER MECHANIC,FLEET MANAGEMENT
"$29,939.50 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$47,077.40 ",MASTER MECHANIC,FLEET MANAGEMENT
"$44,604.33 ",MASTER MECHANIC,FLEET MANAGEMENT
"$35,558.25 ",MASTER MECHANIC,FLEET MANAGEMENT
"$29,161.11 ",SENIOR STOREKEEPER,FLEET MANAGEMENT
"$46,768.39 ",AUTOMOTIVE SUPERVISOR,FLEET MANAGEMENT
"$48,921.60 ",FLEET OPERATIONS SUPERVISOR,FLEET MANAGEMENT
"$28,890.02 ",SENIOR STOREKEEPER,FLEET MANAGEMENT
"$41,218.36 ",INVENTORY CONTROL SUPERVISOR,FLEET MANAGEMENT
"$43,202.52 ",ADMINISTRATIVE ASSISTANT,FLEET MANAGEMENT
"$23,733.54 ",SERVICE MECHANIC,FLEET MANAGEMENT
"$40,606.26 ",MASTER MECHANIC,FLEET MANAGEMENT
"$34,125.89 ",MANAGEMENT ASSISTANT,FLEET MANAGEMENT
"$37,000.60 ",MASTER MECHANIC,GENERAL SERVICES
"$48,048.37 ",FIRE EQUIPMENT SUPERVISOR,FLEET MANAGEMENT
"$40,896.07 ",FIRE EQUIPMENT MECHANIC,FLEET MANAGEMENT
"$39,085.20 ",FIRE EQUIPMENT MECHANIC,FLEET MANAGEMENT
"$42,255.00 ",RADIO INSTALLATION TECHNICIAN,FLEET MANAGEMENT
"$43,594.89 ",ELECRONICS TECHNICIAN,FLEET MANAGEMENT
"$52,934.69 ",TELECOMMUNICATIONS TECHNICIAN,FLEET MANAGEMENT
"$37,087.60 ",ELECRONICS TECHNICIAN,FLEET MANAGEMENT
"$45,128.58 ",ELECRONICS TECHNICIAN,FLEET MANAGEMENT
"$68,242.00 ",RADIO SYSTEMS MANAGER,FLEET MANAGEMENT
"$46,757.00 ",TELECOMMUNICATIONS TECHNICIAN,FLEET MANAGEMENT
"$32,818.80 ",RADIO INSTALLATION TECHNICIAN,GENERAL SERVICES
"$37,510.26 ",MANAGEMENT ASSISTANT,NEIGHBORHOOD IMPROVEMENT SVCS
"$51,535.00 ",COMMUNITY RELATIONS COORDINATO,NEIGHBORHOOD IMPROVEMENT SVCS
"$36,511.29 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$37,217.85 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$49,127.64 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$61,671.00 ",HOUSING CODE ADMINISTRATOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$38,304.54 ",MANAGEMENT ASSISTANT,NEIGHBORHOOD IMPROVEMENT SVCS
"$59,489.39 ",HOUSING PROJECT ADMINISTRATOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$49,560.60 ",COMMUNITY RELATIONS COORDINATO,NEIGHBORHOOD IMPROVEMENT SVCS
"$36,859.02 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$40,909.51 ",ADMINISTRATIVE ASSISTANT,NEIGHBORHOOD IMPROVEMENT SVCS
"$49,604.61 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$45,750.70 ",COMMUNITY RELATIONS COORDINATO,NEIGHBORHOOD IMPROVEMENT SVCS
"$42,540.51 ",COMMUNITY RELATIONS COORDINATO,NEIGHBORHOOD IMPROVEMENT SVCS
"$40,638.09 ",PROPERTY RECORDS EXAMINER,NEIGHBORHOOD IMPROVEMENT SVCS
"$38,057.88 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$38,057.88 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$43,275.81 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$37,576.96 ",HOUSING INSPECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$91,717.63 ",NEIGH IMPROV SVS DIRECTOR,NEIGHBORHOOD IMPROVEMENT SVCS
"$39,159.39 ",HOUSING SPECIALIST,NEIGHBORHOOD IMPROVEMENT SVCS
"$23,920.00 ",PARTTIME OFFICE/CLERICAL,NEIGHBORHOOD IMPROVEMENT SVCS
"$33,137.19 ",PROPERTY RECORDS EXAMINER,NEIGHBORHOOD IMPROVEMENT SVCS
"$54,388.57 ",IMPACT TEAM MANAGER,NEIGHBORHOOD IMPROVEMENT SVCS
"$34,413.62 ",CREW CHIEF II,NEIGHBORHOOD IMPROVEMENT SVCS
"$31,356.11 ",EQUIPMENT OPERATOR IV,NEIGHBORHOOD IMPROVEMENT SVCS
"$25,164.32 ",EQUIPMENT OP III,NEIGHBORHOOD IMPROVEMENT SVCS
"$36,090.72 ",EQUIPMENT OPERATOR IV,NEIGHBORHOOD IMPROVEMENT SVCS
"$42,255.00 ",CREW CHIEF I,NEIGHBORHOOD IMPROVEMENT SVCS
"$26,933.63 ",EQUIPMENT OPERATOR II,NEIGHBORHOOD IMPROVEMENT SVCS
"$25,659.68 ",LABORER,NEIGHBORHOOD IMPROVEMENT SVCS
"$21,008.00 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$19,988.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$15,828.80 ",SERVICE MAINTENANCE,ECONOMIC & EMPLOYMENT DEVELOPM
"$42,011.58 ",HOUSING/CD PROGRAM SPECIALIST,DEPT OF COMMUNITY DEVELOPMENT
"$27,314.74 ",SECRETARY,ECONOMIC & EMPLOYMENT DEVELOPM
"$59,314.00 ",ECONOMIC DEVELOPMENT ADMIN,ECONOMIC & EMPLOYMENT DEVELOPM
"$47,299.64 ",EMPLOYMENT PROGRAM COORDINATOR,ECONOMIC & EMPLOYMENT DEVELOPM
"$42,270.77 ",EMPLOYMENT PROGRAM COORDINATOR,ECONOMIC & EMPLOYMENT DEVELOPM
"$43,501.81 ",EMPLOYMENT PROGRAM COORDINATOR,ECONOMIC & EMPLOYMENT DEVELOPM
"$60,320.00 ",PT OFFICE/CLERICAL W/BENE,ECONOMIC & EMPLOYMENT DEVELOPM
"$56,485.00 ",SR EMPLOYMENT PROGRAM COORD,ECONOMIC & EMPLOYMENT DEVELOPM
"$53,053.55 ",SR EMPLOYMENT PROGRAM COORD,ECONOMIC & EMPLOYMENT DEVELOPM
"$21,008.00 ",PARTTIME OFFICE/CLERICAL,CITY MANAGER
"$21,008.00 ",PARTTIME OFFICE/CLERICAL,ECONOMIC & EMPLOYMENT DEVELOPM
"$51,938.25 ",SR EMPLOYMENT PROGRAM COORD,ECONOMIC & EMPLOYMENT DEVELOPM
"$24,960.00 ",PARA PROFESSIONAL,ECONOMIC & EMPLOYMENT DEVELOPM
"$36,973.94 ",PROGRAM ASSISTANT,POLICE
"$46,010.87 ",EMERGENCY INFORMATION SERV COO,EMERGENCY COMMUNICATION
"$38,444.00 ",ENHANCED 911 DATABASE COORDINA,EMERGENCY COMMUNICATION
"$60,632.00 ",ECONOMIC DEVELOPMENT ADMIN,ECONOMIC & EMPLOYMENT DEVELOPM
"$55,565.92 ",ECONOMIC DEVELOPMENT COORDINAT,ECONOMIC & EMPLOYMENT DEVELOPM
"$20,800.00 ",PARTTIME TECHNICIANS,PUBLIC WORKS
"$48,510.01 ",ECONOMIC DEVELOPMENT COORDINAT,ECONOMIC & EMPLOYMENT DEVELOPM
"$41,039.44 ",COMMUNITY RELATIONS COORDINATO,HUMAN RELATIONS
"$49,578.16 ",SENIOR PLANNER,CITY/COUNTY PLANNING
"$46,757.00 ",REVENUE COLLECTIONS SUPERVISOR,FINANCE
"$25,020.24 ",REVENUE CASHIER,FINANCE
"$24,305.32 ",REVENUE CASHIER,FINANCE
"$26,008.44 ",REVENUE CASHIER,FINANCE
"$31,820.10 ",REVENUE CASHIER,FINANCE
"$59,951.84 ",ASST ENGINEERING SERVICES SUPV,PUBLIC WORKS
"$60,681.93 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$76,960.00 ",PARTTIME PROFESSIONAL,PUBLIC WORKS
"$47,195.98 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$39,085.20 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$55,483.29 ",SENIOR ENGINEERING DESIGNER,PUBLIC WORKS
"$40,763.51 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$26,516.00 ",ROAD WORKER,PUBLIC WORKS
"$39,085.20 ",ENGINEERING INSPECTOR,PUBLIC WORKS
"$55,650.08 ",CIVIL ENGINEER II,PUBLIC WORKS
"$53,573.50 ",SENIOR ENGINEERING DESIGNER,PUBLIC WORKS
"$61,006.40 ",PARTTIME PROFESSIONAL,PUBLIC WORKS
"$50,720.42 ",SENIOR ENGINEERING INSPECTOR,PUBLIC WORKS
"$39,442.49 ",EXECUTIVE SECRETARY,PUBLIC WORKS
"$32,130.19 ",UTILITY LOCATOR,PUBLIC WORKS
"$82,540.14 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$45,128.58 ",SURVEY PARTY CHIEF,PUBLIC WORKS
"$47,257.78 ",ENGINEERING DESIGNER,PUBLIC WORKS
"$78,667.37 ",CIVIL ENGINEER IV,PUBLIC WORKS
"$54,617.41 ",SENIOR ENGINEERING TECHNICIAN,PUBLIC WORKS
"$68,135.97 ",ENGINEERING SERVICES SUPERVISO,PUBLIC WORKS
"$35,669.30 ",ENGINEERING TECHNICIAN,PUBLIC WORKS
"$35,669.30 ",ENGINEERING TECHNICIAN,PUBLIC WORKS
"$57,299.85 ",CIVIL ENGINEER I,PUBLIC WORKS
"$84,364.84 ",CIVIL ENGINEER V,PUBLIC WORKS
"$28,281.82 ",SECRETARY,WATER MANAGEMENT
"$81,358.41 ",CIVIL ENGINEER III,WATER MANAGEMENT
"$56,530.16 ",CROSS CONNECTION CONTROL SUPER,WATER MANAGEMENT
"$43,375.44 ",CROSS CONNECTION CONTROL INSPE,WATER MANAGEMENT
"$61,671.00 ",SAFETY OFFICER,WATER MANAGEMENT
"$86,822.10 ",CIVIL ENGINEER V,WATER MANAGEMENT
"$39,985.95 ",EXECUTIVE SECRETARY,WATER MANAGEMENT
"$41,474.98 ",HUMAN RESOURCES CONSULTANT,WATER MANAGEMENT
"$79,161.16 ",CIVIL ENGINEER III,WATER MANAGEMENT
"$40,698.04 ",CROSS CONNECTION CONTROL INSPE,WATER MANAGEMENT
"$32,136.80 ",SECRETARY,WATER MANAGEMENT
"$54,059.62 ",CROSS CONNECTION CONTROL INSPE,WATER MANAGEMENT
"$116,751.16 ",DIRECTOR OF WATER MANAGEMENT,WATER MANAGEMENT
"$54,801.84 ",OPERATIONS & EVALUATION ADMIN,WATER MANAGEMENT
"$49,447.11 ",ADMINISTRATIVE ASSISTANT,WATER MANAGEMENT
"$51,610.71 ",CHEMIST,WATER MANAGEMENT
"$37,290.57 ",SECRETARY,WATER MANAGEMENT
"$45,698.72 ",LABORATORY TECHNICIAN,WATER MANAGEMENT
"$54,371.74 ",CHEMIST,WATER MANAGEMENT
"$43,998.08 ",LABORATORY TECHNICIAN,WATER MANAGEMENT
"$56,873.21 ",CHEMIST,WATER MANAGEMENT
"$52,504.92 ",CHEMIST,WATER MANAGEMENT
"$45,698.72 ",LABORATORY TECHNICIAN,WATER MANAGEMENT
"$41,766.27 ",LABORATORY TECHNICIAN,WATER MANAGEMENT
"$32,352.60 ",PLANT OPERATOR II,WATER MANAGEMENT
"$39,224.12 ",PLANT OPERATOR II,WATER MANAGEMENT
"$24,523.96 ",SENIOR LABORER,WATER MANAGEMENT
"$39,323.61 ",ELECRONICS TECHNICIAN,WATER MANAGEMENT
"$39,520.41 ",PLANT OPERATOR II,WATER MANAGEMENT
"$52,053.09 ",PLANT SUPERVISOR,WATER MANAGEMENT
"$42,960.75 ",OPERATIONS SPECIALIST,WATER MANAGEMENT
"$41,813.79 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$62,898.55 ",PLANT SUPERVISOR,WATER MANAGEMENT
"$38,660.20 ",PLANT OPERATOR II,WATER MANAGEMENT
"$35,521.38 ",PLANT OPERATOR II,WATER MANAGEMENT
"$39,224.32 ",PLANT OPERATOR II,WATER MANAGEMENT
"$28,033.00 ",PLANT OPERATOR I,WATER MANAGEMENT
"$32,352.60 ",PLANT OPERATOR II,WATER MANAGEMENT
"$73,237.93 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
"$45,698.72 ",PLANT OPERATOR II,WATER MANAGEMENT
"$45,445.93 ",PLANT OPERATOR III,WATER MANAGEMENT
"$39,224.32 ",PLANT OPERATOR II,WATER MANAGEMENT
"$25,986.74 ",PLANT OPERATOR II,WATER MANAGEMENT
"$32,611.47 ",SECRETARY,WATER MANAGEMENT
"$43,601.17 ",PLANT OPERATOR II,WATER MANAGEMENT
"$34,162.37 ",PLANT OPERATOR II,WATER MANAGEMENT
"$36,268.44 ",PLANT OPERATOR II,WATER MANAGEMENT
"$26,723.58 ",SENIOR LABORER,WATER MANAGEMENT
"$43,383.39 ",PLANT OPERATOR III,WATER MANAGEMENT
"$43,697.77 ",PLANT OPERATOR II,WATER MANAGEMENT
"$45,698.72 ",PLANT OPERATOR II,WATER MANAGEMENT
"$42,355.97 ",PLANT OPERATOR II,WATER MANAGEMENT
"$39,328.36 ",PLANT OPERATOR II,WATER MANAGEMENT
"$32,377.80 ",PLANT OPERATOR II,WATER MANAGEMENT
"$35,844.63 ",LABORATORY TECHNICIAN,WATER MANAGEMENT
"$36,725.75 ",SECRETARY,WATER MANAGEMENT
"$32,352.60 ",PLANT OPERATOR II,WATER MANAGEMENT
"$28,547.00 ",PLANT OPERATOR I,WATER MANAGEMENT
"$32,377.80 ",PLANT OPERATOR I,WATER MANAGEMENT
"$45,445.93 ",PLANT OPERATOR II,WATER MANAGEMENT
"$38,587.54 ",PLANT MAINTENANCE MECHANIC,WATER MANAGEMENT
"$44,983.65 ",PLANT OPERATOR II,WATER MANAGEMENT
"$43,697.77 ",PLANT OPERATOR II,WATER MANAGEMENT
"$62,921.32 ",ASST WATER/WASTEWATER SUPERINT,WATER MANAGEMENT
"$32,352.60 ",PLANT OPERATOR II,WATER MANAGEMENT
"$54,655.14 ",INDUSTRIAL PRETREATMENT COORD,WATER MANAGEMENT
"$47,866.35 ",CONSERVATION COORDINATOR,WATER MANAGEMENT
"$37,723.29 ",CONSERVATION SPECIALIST,WATER MANAGEMENT
"$72,128.83 ",WATER/WASTEWATER SUPERINTENDEN,WATER MANAGEMENT
